243,1644,3.5733590255474192
243,754,3.6865692585632766
243,816,3.542232790339986
243,408,3.6830722368370643
243,1369,3.665088866075335
243,937,3.6640018677872663
243,1406,3.5622321230703844
243,942,3.712643768924438
243,701,3.8556252245719382
243,773,3.610950049229238
243,1254,3.6232674344819293
243,910,3.6365616701579193
243,848,3.783325053338207
243,182,3.698660078364501
243,882,3.7285525286845167
243,1221,3.643755709009249
243,346,3.6921168662158017
243,27,3.6239310244946354
243,1597,3.6651965362166257
243,1168,3.7354403802216707
243,494,3.770868383723461
243,1349,3.1739716547428825
243,1457,3.732414493219925
243,1333,3.6274667023195493
243,712,3.7294391255741255
243,804,3.6279368313630953
243,1245,3.6247413760534726
243,66,3.641487543743799
243,226,3.649792426637836
243,1573,3.9808472457486457
243,238,3.7093442250519497
243,44,3.6806249740836545
243,1591,3.701760337852031
243,1014,3.5999585618220533
243,1201,3.9237856051105333
243,1441,3.622716040161417
243,1012,3.5749836012470917
243,1400,3.6810051344140544
243,132,3.7124007072881695
243,921,3.7591423802187354
243,1455,3.800580503697529
243,349,3.6716651093044947
243,552,3.58467012582442
243,1047,3.5372112508356333
255,1644,2.761409881819188
255,754,2.6140142732733214
255,816,2.629370170019956
255,408,2.801403061144742
255,26,2.867402174945633
255,1369,2.7718187599152344
255,937,2.556285566686551
255,86,2.8166983259075637
255,1406,2.916365509312597
255,942,2.7730640542284744
255,701,2.8737733744125795
255,773,2.7670792446422943
255,1254,2.3954329105665475
255,910,2.6471590441228736
255,848,2.6702130238069763
255,182,2.793805166215076
255,882,2.6966966124210723
255,1221,2.754356755760267
255,346,2.74778349706772
255,27,2.609157660321173
255,1465,2.847771582863823
255,1597,2.748026713894084
255,1168,2.820423276734179
255,494,2.842048314951914
255,1349,2.435598070221717
255,1457,3.008450392431394
255,1333,2.8061760011408454
255,712,2.718138777520119
255,804,2.6283658977504416
255,1245,2.6646432020096014
255,66,2.7313663215192467
255,226,2.687737393016104
255,1573,2.929660241722356
255,238,2.825999687662831
255,44,2.7486282266628845
255,1591,3.0158728309982945
255,1014,2.6621221595184705
255,1201,2.9144745942340355
255,1441,2.5697607131541407
255,1012,2.734424871191225
255,1400,2.802875227719006
255,132,2.765084968086649
255,921,2.856776354705932
