243,1644
243,754
243,816
243,408
243,1369
243,937
243,1406
243,942
243,701
243,773
243,1254
243,910
243,848
243,182
243,882
243,1221
243,346
243,27
243,1597
243,1168
243,494
243,1349
243,1457
243,1333
243,712
243,804
243,1245
243,66
243,226
243,1573
243,238
243,44
243,1591
243,1014
243,1201
243,1441
243,1012
243,1400
243,132
243,921
243,1455
243,349
243,552
243,1047
255,1644
255,754
255,816
255,408
255,26
255,1369
255,937
255,86
255,1406
255,942
255,701
255,773
255,1254
255,910
255,848
255,182
255,882
255,1221
255,346
255,27
255,1465
255,1597
255,1168
255,494
255,1349
255,1457
255,1333
255,712
255,804
255,1245
255,66
255,226
255,1573
255,238
255,44
255,1591
255,1014
255,1201
255,1441
255,1012
255,1400
255,132
255,921
255,660
255,1455
255,778
255,349
255,552
255,275
255,1047
588,1644
588,754
588,816
588,408
588,26
588,1369
588,937
588,86
588,1406
588,942
588,701
588,773
588,1254
588,910
588,848
588,182
588,882
588,1221
588,346
588,27
588,1465
588,1597
588,1168
588,494
588,1349
588,1457
588,1333
588,712
588,804
588,1245
588,226
588,1573
588,238
588,44
588,1591
588,1014
588,1201
588,1441
588,1012
588,1400
588,921
588,1455
588,349
584,1644
584,754
584,816
584,408
584,26
584,1369
584,937
584,86
584,1406
584,942
584,701
584,773
584,1254
584,910
584,848
584,182
584,882
584,1221
584,346
584,27
584,1465
584,1597
584,1168
584,494
584,1349
584,1457
584,1333
584,712
584,804
584,1245
584,66
584,226
584,1573
584,238
584,44
584,1591
584,1014
584,1201
584,1441
584,1012
584,1400
584,132
584,921
584,660
584,1455
584,778
584,349
584,552
584,275
584,1047
696,1644
696,754
696,816
696,408
696,26
696,1369
696,937
696,86
696,1406
696,942
696,701
696,773
696,1254
696,910
696,848
696,182
696,882
696,1221
696,346
696,27
696,1465
696,1597
696,1168
696,494
696,1349
696,1457
696,1333
696,712
696,804
696,1245
696,66
696,226
696,1573
696,238
696,44
696,1591
696,1014
696,1201
696,1441
696,1012
696,1400
696,132
696,921
696,660
696,1455
696,778
696,349
696,552
696,275
696,1047
473,1644
473,754
473,816
473,408
473,26
473,1369
473,937
473,86
473,1406
473,942
473,701
473,773
473,1254
473,910
473,848
473,182
473,882
473,1221
473,346
473,27
473,1465
473,1597
473,1168
473,494
473,1349
473,1457
473,1333
473,712
473,804
473,1245
473,66
473,226
473,1573
473,238
473,44
473,1591
473,1014
473,1201
473,1441
473,1012
473,1400
473,132
473,921
473,660
473,1455
473,778
473,349
473,552
473,1047
898,1644
898,754
898,816
898,408
898,26
898,1369
898,937
898,86
898,1406
898,942
898,701
898,773
898,1254
898,910
898,848
898,182
898,882
898,1221
898,346
898,27
898,1465
898,1597
898,1168
898,494
898,1349
898,1457
898,1333
898,712
898,804
