196,242,3.0
186,302,3.0
22,377,1.0
244,51,2.0
166,346,1.0
298,474,4.0
115,265,2.0
253,465,5.0
305,451,3.0
6,86,3.0
62,257,2.0
286,1014,5.0
200,222,5.0
210,40,3.0
224,29,3.0
303,785,3.0
122,387,5.0
194,274,2.0
291,1042,4.0
234,1184,2.0
119,392,4.0
167,486,4.0
299,144,4.0
291,118,2.0
308,1,4.0
95,546,2.0
38,95,5.0
102,768,2.0
63,277,4.0
160,234,5.0
50,246,3.0
301,98,4.0
225,193,4.0
290,88,4.0
97,194,3.0
157,274,4.0
181,1081,1.0
278,603,5.0
276,796,1.0
7,32,4.0
10,16,4.0
284,304,4.0
201,979,2.0
276,564,3.0
287,327,5.0
246,201,5.0
242,1137,5.0
249,241,5.0
99,4,5.0
178,332,3.0
251,100,4.0
81,432,2.0
260,322,4.0
25,181,5.0
59,196,5.0
72,679,2.0
87,384,4.0
290,143,5.0
42,423,5.0
292,515,4.0
115,20,3.0
20,288,1.0
201,219,4.0
13,526,3.0
246,919,4.0
138,26,5.0
167,232,1.0
60,427,5.0
57,304,5.0
223,274,4.0
189,512,4.0
243,15,3.0
92,1049,1.0
246,416,3.0
194,165,4.0
241,690,2.0
178,248,4.0
254,1444,3.0
293,5,3.0
127,229,5.0
225,237,5.0
299,229,3.0
225,480,5.0
276,54,3.0
291,144,5.0
222,366,4.0
267,518,5.0
42,403,3.0
11,111,4.0
95,625,4.0
8,338,4.0
162,25,4.0
87,1016,4.0
279,154,5.0
145,275,2.0
119,1153,5.0
62,498,4.0
62,382,3.0
28,209,4.0
135,23,4.0
32,294,3.0
90,382,5.0
286,208,4.0
293,685,3.0
216,144,4.0
166,328,5.0
250,496,4.0
271,132,5.0
160,174,5.0
265,118,4.0
198,498,3.0
42,96,5.0
168,151,5.0
110,307,4.0
58,144,4.0
90,648,4.0
271,346,4.0
62,21,3.0
279,832,3.0
237,514,4.0
94,789,4.0
128,485,3.0
298,317,4.0
44,195,5.0
264,200,5.0
194,385,2.0
72,195,5.0
222,750,5.0
250,264,3.0
41,265,3.0
224,245,3.0
82,135,3.0
262,1147,4.0
293,471,3.0
216,658,3.0
250,140,3.0
59,23,5.0
286,379,5.0
